file_name,name,family,sub_family,manufacturer,designer,post_script,rf_related,rf_related_description
AmbassadoreType_Italic.ttf,AmbassadoreType Italic,AmbassadoreType,Italic,,,AmbassadoreType-Italic,False,There is no information indicating that the font 'AmbassadoreType Italic' or its author/designer is related to Russia or any Russian entity.
BauhausC_Medium_Regular.ttf,BauhausC Medium,BauhausC Medium,Regular,,,BauhausC-Medium,False,"The font 'BauhausC Medium' does not have any known relation to Russia. It is inspired by the Bauhaus design movement, which originated in Germany."
InformCTT_Bold.ttf,InformCTT Bold,InformCTT,Bold,,,InformCTT-Bold,False,There is no information indicating that the font 'InformCTT Bold' or its designer/manufacturer is related to Russia or any other country.
GOST_2.30481_type_A_Bold.ttf,GOST 2.30481 type A Bold,GOST 2.30481 type A,Bold,,,GOST230481typeABold,True,"The font name 'GOST 2.30481 type A Bold' references GOST standards, which are a set of technical standards maintained by the Euro-Asian Council for Standardization, Metrology and Certification (EASC), originally developed in the Soviet Union and now used in Russia and other CIS countries. This indicates a direct relation to Russia through the GOST standard system."
SchoolBook_BoldItalic_Cyrillic.ttf,SchoolBook BoldItalic Cyrillic,SchoolBook,BoldItalic Cyrillic,,,SchoolBookBoldItalicCyrillic,True,"The font 'SchoolBook BoldItalic Cyrillic' is related to Russia through its use of the Cyrillic script, which is primarily used in Russian and other Slavic languages. Although the manufacturer and designer are not specified, the presence of Cyrillic characters strongly associates the font with Russia and other countries using the Cyrillic alphabet."
Nathan_Expandet.ttf,Nathan Expanded Regular,Nathan  Expandet,Expanded Regular,Peter Wiegel,Peter Wiegel,Nathan-ExpandedRegular,False,"The font 'Nathan Expanded Regular' was designed and manufactured by Peter Wiegel, who is not related to Russia. There is no indication that the font or its author has any connection to Russia or Russian culture."
Dutch801Cyril_BT_Bold_Italic.ttf,Dutch 801 Cyrillic Bold Italic BT,Dutch801Cyril BT,Bold Italic,,,Dutch801CyrillicBT-BoldItalic,True,"The font name 'Dutch 801 Cyrillic Bold Italic BT' indicates it supports the Cyrillic script, which is used in Russian and other Slavic languages. Although the manufacturer and designer are not specified, the inclusion of 'Cyril' in the name suggests a relation to Cyrillic script, commonly associated with Russia and other countries using Cyrillic alphabets."
CyrillicOld_Bold.ttf,CyrillicOld,CyrillicOld,Bold,,,CyrillicOld,True,"The font name 'CyrillicOld' indicates a relation to the Cyrillic script, which is used primarily in Russia and other Slavic countries. Although the manufacturer and designer are not specified, the use of the Cyrillic script strongly associates the font with Russia and other countries that use Cyrillic alphabets."
Franklin_Gothic_Book_Italic.ttf,Franklin Gothic Book Italic,Franklin Gothic Book,Italic,,,FranklinGothic-BookItalic,False,"The font 'Franklin Gothic Book Italic' has no known relation to Russia. It is an American sans-serif typeface originally designed by Morris Fuller Benton in the early 20th century, primarily associated with the United States."
Margot_Small_Capitals.ttf,Margot Small Capitals,Margot Small Capitals,Normal,Lauren Thompson,Lauren Thompson,MargotSmallCapitals,False,"The font 'Margot Small Capitals' was designed and manufactured by Lauren Thompson, who does not have any known relation to Russia. There is no indication that the font or its author is related to Russia or any Russian entities."
MachineC.ttf,MachineC,MachineC,Regular,,,MachineC,False,"There is no information about the manufacturer or designer of the font 'MachineC'. Therefore, no relation to Russia or any other country can be established based on the provided data."
Pero.ttf,Pero,Pero,Regular,,,Pero,False,The font 'Pero' does not have any publicly known relation to Russia or Russian authors. There is no information about the designer or manufacturer linking it to Russia or any other country.
Brock_Script_D.ttf,Brock Script_D,Brock Script_D,Regular,"Typographer Mediengestaltung,",Cirilicna slova dodao Nikola Kovanovic.,BrockScript_D,True,"The designer added Cyrillic letters (Cirilicna slova) to the font, which are used in Russian and other Slavic languages. The designer's name, Nikola Kovanovic, suggests a Slavic origin, possibly from a country using Cyrillic script such as Russia or neighboring countries."
Nympha_One.ttf,Nympha One,Nympha One,Regular,A.Gophmann (cyr.code page),,NymphaOne,True,"The font manufacturer is A.Gophmann with a Cyrillic code page, indicating a relation to Russia or Russian language support. The use of Cyrillic code page suggests the font is designed to support Russian or other Cyrillic-based languages."
Telegraph.ttf,Telegraph,Telegraph,Regular,,,Telegraph,False,There is no information indicating that the font 'Telegraph' or its author/designer has any relation to Russia.
PlainScriptCTT.ttf,PlainScriptCTT,PlainScriptCTT,Normal,,,PlainScriptCTT,False,"The font 'PlainScriptCTT' has no available information about its manufacturer or designer, and there is no indication that it is related to Russia or any Russian author."
Bookman_Old_Style_Bold.ttf,Bookman Old Style Gras,Bookman Old Style,Gras,"Monotype Typography, Inc.",Ong Chong Wah,BookmanOldStyle-Bold,False,"The font 'Bookman Old Style Gras' was designed by Ong Chong Wah and manufactured by Monotype Typography, Inc., which are not related to Russia. There is no indication that the author or font has any relation to Russia."
DejaVu_Sans_Condensed.ttf,DejaVu Sans Condensed,DejaVu Sans Condensed,Book,DejaVu fonts team,,DejaVuSansCondensed,False,The DejaVu fonts team is an international group of contributors and is not specifically related to Russia. The font 'DejaVu Sans Condensed' does not have a known connection to Russia or any Russian authors.
ER_Architect_1251.ttf,ER Architect 1251,ER Architect 1251,Normal,,,ER-Architect1251,True,"The font name 'ER Architect 1251' includes '1251', which is a common code page for Cyrillic script used in Russia and other countries using Cyrillic alphabets. Although the manufacturer and designer are not specified, the use of '1251' strongly suggests the font is designed for Cyrillic characters, indicating a relation to Russia or Russian language usage."
AdonisC.ttf,AdonisC,AdonisC,Regular,,,AdonisC,False,There is no information indicating that the font 'AdonisC' or its designer/manufacturer has any relation to Russia or any other country.
VTMB_MainMenu2.ttf,VTMB_MainMenu2,VTMB_MainMenu2,Regular,,,VTMB_MainMenu2,False,"No information about the font's author or manufacturer is provided, and there is no indication that the font or its designer is related to Russia or any other country."
Myriad_Pro_Black_SemiExt_Bold.ttf,MyriadPro-BlackSemiExt,Myriad Pro Black SemiExt,Bold,,Robert Slimbach and Carol Twombly,MyriadPro-BlackSemiExt,False,"The designers Robert Slimbach and Carol Twombly are American type designers with no known relation to Russia. The font Myriad Pro is developed by Adobe Systems, a US-based company, and has no direct connection to Russia or Russian culture."
AA-Haymaker.ttf,AA Haymaker,AA Haymaker,Regular,Trevor Baum,Trevor Baum,AA Haymaker,False,"The font 'AA Haymaker' is designed and manufactured by Trevor Baum, who is not related to Russia. There is no indication that the author or font has any connection to Russia or any Russian entities."
DoloresCyr.ttf,DoloresCyr,DoloresCyr,Regular,,,DoloresCyr-Regular,True,"The font name 'DoloresCyr' includes 'Cyr', which commonly denotes Cyrillic script support. Cyrillic script is used in Russian and several other Slavic languages. Although the manufacturer and designer are not specified, the presence of 'Cyr' suggests the font is designed to support Cyrillic characters, indicating a relation to Russia or Russian language usage."
VA_KO_VO_Regular.ttf,VA_KO_VO,VA_KO_VO,Regular,Cirilicna Slova Dodao Nikola Kovanovic.,Cirilicna Slova Dodao Nikola Kovanovic.,VA_KO_VO,True,"The font manufacturer and designer is Nikola Kovanovic, who added Cyrillic letters (Cirilicna Slova). Cyrillic script is used in Russia and other Slavic countries, indicating a relation to Russia through the script and possibly the author's cultural background."
Roboto_Slab_Thin.ttf,Roboto Slab Thin,Roboto Slab,Thin,,Google,RobotoSlab-Thin,False,"The font 'Roboto Slab Thin' was designed by Google, which is an American company. There is no relation to Russia in terms of the author or manufacturer."
RALE07_Regular.ttf,RALE07,RALE07,Regular,Nikola Kovanovic.,Nikola Kovanovic.,RALE07,False,"The font RALE07 and its designer Nikola Kovanovic do not have any known relation to Russia. Nikola Kovanovic is not identified as Russian, and there is no indication that the font is related to Russia or any Russian entities."
OfficinaSansCTT.ttf,OfficinaSansCTT,OfficinaSansCTT,Regular,,,OfficinaSansCTT,False,"There is no information indicating that the font 'OfficinaSansCTT' or its author/designer is related to Russia. The manufacturer and designer fields are null, and the font name does not suggest any Russian connection."
Fiesta_Bold.ttf,Fiesta Bold,Fiesta,Bold,,,Fiesta-Bold,False,There is no information indicating that the font 'Fiesta Bold' or its designer/manufacturer has any relation to Russia.
Hordon_Modern.ttf,Hordon Modern,Hordon Modern,Regular,Martin Wait (latin) A.Gophmann (cyr.code page),,HordonModern,True,"The font 'Hordon Modern' is related to Russia through its Cyrillic code page, which was created by A. Gophmann. This indicates that the font supports Cyrillic characters used in Russian and other languages using the Cyrillic script."
TimelessTCYLig_Italic.ttf,TimelessTCYLig Italic,TimelessTCYLig,Italic,,,TimelessTCY-LighItal,False,There is no information indicating that the font 'TimelessTCYLig Italic' or its author/designer is related to Russia or any Russian entity.
Lombardina_Initial_Two.ttf,Lombardina Initial Two,Lombardina Initial Two,Regular,Gophmann A.L.,Gophmann A.L.,LombardinaInitialTwo,True,"The font 'Lombardina Initial Two' is designed and manufactured by Gophmann A.L., a designer known to be from Russia, indicating a direct relation to Russia."
Kudriashov_Italic.ttf,Kudriashov Italic,Kudriashov,Italic,,,Kudriashov-Italic,True,"The font name 'Kudriashov' is a Russian surname, indicating a likely relation to Russia. Although the manufacturer and designer are not specified, the name suggests Russian origin or influence."
SAFon_Bold.ttf,SAFon Gras,SAFon,Gras,Monotype Typography,"Monotype Type Drawing Office - Robin Nicholas, Patricia Saunders 1982",SAFon-BoldMT,False,"The font 'SAFon Gras' was designed by the Monotype Type Drawing Office, specifically by Robin Nicholas and Patricia Saunders in 1982. Monotype Typography is a UK-based company, and there is no indication that the font or its designers have any relation to Russia."
Carlito_Italic.ttf,Carlito Italic,Carlito,Italic,tyPoland Lukasz Dziedzic,Lukasz Dziedzic,Carlito-Italic,False,"The font 'Carlito Italic' is designed by Lukasz Dziedzic, who is associated with tyPoland, indicating a Polish origin. There is no relation to Russia in the author or font data provided."
MisterK.ttf,MisterK ,MisterK ,Regular,Published by FontShop International for the FontFont library,,MisterK,False,The font 'MisterK' is published by FontShop International for the FontFont library. There is no information indicating any relation to Russia or Russian authors.
Red_Banner.ttf,Red Banner,Red Banner,Regular,Gophmann AL,,RedBanner,False,"The font 'Red Banner' is manufactured by Gophmann AL, with no designer specified. There is no indication that the manufacturer or font has any relation to Russia."
Rose_Versailles_1.ttf,Rose Versailles1,Rose Versailles1,Regular,,,RoseVersailles1,False,"There is no information indicating that the font 'Rose Versailles1' or its author/designer is related to Russia. The manufacturer and designer details are not provided, and the font name does not suggest any connection to Russia or any other specific country."
Propaganda.ttf,Propaganda,Propaganda,Regular,,Apostrophe,Propaganda,False,"The font 'Propaganda' is designed by 'Apostrophe', with no indication of relation to Russia or any Russian author. There is no information suggesting any connection to Russia or any other country."
